epoch,train_loss,test_loss,test_acc,tau,logit_scale
54,1.01915008418354,1.0926719631677793,0.5636574074074074,0.10256452113389969,9.749959945678711
55,1.0021475450492199,1.1097018865891446,0.5590277777777778,0.10223934799432755,9.780969619750977
56,1.0059762413119093,1.1239056594577836,0.564429012345679,0.10193833708763123,9.80985164642334
57,1.0022836150946441,1.0978303684128656,0.5652006172839507,0.1024053618311882,9.765113830566406
58,0.9881463352544808,1.0998367218323697,0.5694444444444444,0.10211057215929031,9.793305397033691
59,0.9904088915130238,1.111198384820679,0.5744598765432098,0.10167306661605835,9.835447311401367
60,0.9862656490302381,1.091537963460993,0.5679012345679012,0.10201144218444824,9.80282211303711
61,0.9863884287115968,1.0997229505468298,0.5625,0.10202890634536743,9.801143646240234
62,0.978728574735147,1.0827933380633226,0.5725308641975309,0.10233087837696075,9.772222518920898
63,0.9795050488577949,1.0967456345204953,0.5702160493827161,0.10178012400865555,9.825100898742676
64,0.974216287518725,1.1144708615762215,0.5640432098765432,0.10150850564241409,9.851390838623047
65,0.9785584674941169,1.0973653727107577,0.5698302469135802,0.10156309604644775,9.84609603881836
66,0.9487826662299074,1.0909625468430695,0.5779320987654321,0.1017327830195427,9.829672813415527
67,0.956883563671583,1.081614492116151,0.5779320987654321,0.10180579125881195,9.822623252868652
68,0.9783125689000259,1.0734135250986359,0.5752314814814815,0.10221987217664719,9.78283405303955
69,0.9611253223301451,1.0996058288915658,0.5717592592592593,0.10163959860801697,9.838685035705566
70,0.9688521881162384,1.0777833910635959,0.5763888888888888,0.10178621113300323,9.82451343536377
71,0.9663567999262869,1.0880105488094283,0.5721450617283951,0.10171850770711899,9.831052780151367
72,0.9507721537425194,1.0812050766415067,0.5817901234567902,0.10151542723178864,9.850719451904297
73,0.9648635747991963,1.0783212346795163,0.5740740740740741,0.10173683613538742,9.8292818069458
74,0.9709532989395989,1.090514181572714,0.5752314814814815,0.10158874094486237,9.843610763549805
75,0.9370241201954124,1.089419651178666,0.5752314814814815,0.10132280737161636,9.86944580078125
76,0.9474899187500094,1.095447247410998,0.5686728395061729,0.10137822479009628,9.864051818847656
77,0.9359160897172527,1.102877152554783,0.5794753086419753,0.10106555372476578,9.894569396972656
78,0.9294207787808076,1.1074997179302168,0.5706018518518519,0.1009969711303711,9.901287078857422
79,0.9312946671321068,1.0863942386191567,0.5771604938271605,0.10134851932525635,9.866942405700684
80,0.9210884931646748,1.0850151335751568,0.5806327160493827,0.10108820348978043,9.892351150512695
81,0.9262647113682311,1.0827854018152496,0.5817901234567902,0.10109584033489227,9.89160442352295
82,0.916776094171736,1.0708873426472698,0.5817901234567902,0.10128133744001389,9.87348747253418
83,0.9198712522600904,1.0971107806688474,0.5790895061728395,0.10082879662513733,9.917801856994629
84,0.9041201391337831,1.0960198567237383,0.5779320987654321,0.10087442398071289,9.913315773010254
85,0.9099064182352137,1.0868595213065912,0.5841049382716049,0.10090016573667526,9.910785675048828
86,0.9183570131843473,1.0735201556005596,0.5817901234567902,0.10105441510677338,9.895658493041992
87,0.906275349634665,1.1187877596160511,0.5736882716049383,0.10067525506019592,9.932928085327148
88,0.9020385661242921,1.0941139761312508,0.5848765432098766,0.10060765594244003,9.939600944519043
89,0.8856884645827022,1.0899358362327387,0.5790895061728395,0.10083023458719254,9.917659759521484
90,0.9038079910808139,1.0711014579843592,0.5833333333333334,0.10089542716741562,9.91125202178955
91,0.910070679805897,1.094121832906464,0.5829475308641975,0.1004413291811943,9.956060409545898
92,0.878888969068174,1.1237248682681424,0.5760030864197531,0.1000882089138031,9.99118709564209
93,0.8874821971963953,1.0958229303359985,0.5763888888888888,0.10038255155086517,9.96189022064209
94,0.8959425857037674,1.0875308322317807,0.5721450617283951,0.10042305290699005,9.95787239074707
95,0.9035853574305405,1.0640773662814387,0.5806327160493827,0.1007668599486351,9.923897743225098
96,0.8899944174436876,1.0844161775377061,0.5790895061728395,0.10021509230136871,9.978536605834961
97,0.8749837934234996,1.093304212446566,0.5794753086419753,0.10014365613460541,9.985655784606934
98,0.8852818085823531,1.073801319540283,0.5790895061728395,0.10047006607055664,9.95321273803711
99,0.8764706217212441,1.0714731621153561,0.5875771604938271,0.1002836674451828,9.971713066101074
100,0.8650107655996158,1.1199493261031161,0.5837191358024691,0.09961141645908356,10.039010047912598
